zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 10A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
8,33;7,18E-12;2,26E-14;1,81E-14;7,22E-12;2,33E-11;3,52E-14;1,91E-14;2,33E-11;1,84E-10;1,61E-13;2,91E-14;1,85E-10;9,00E-10;7,22E-13;7,35E-14;9,01E-10
8,34;7,44E-12;1,98E-14;2,67E-14;7,49E-12;2,54E-11;3,51E-14;2,80E-14;2,55E-11;2,05E-10;1,88E-13;4,05E-14;2,05E-10;1,00E-09;8,69E-13;9,61E-14;1,01E-09
8,35;7,50E-12;2,59E-14;2,81E-14;7,56E-12;2,79E-11;4,90E-14;2,97E-14;2,80E-11;2,32E-10;2,80E-13;4,60E-14;2,32E-10;1,14E-09;1,31E-12;1,18E-13;1,14E-09
8,36;7,80E-12;2,19E-14;2,44E-14;7,84E-12;3,01E-11;5,07E-14;2,65E-14;3,01E-11;2,53E-10;3,39E-13;4,78E-14;2,53E-10;1,24E-09;1,62E-12;1,42E-13;1,24E-09
8,37;8,29E-12;2,79E-14;3,25E-14;8,35E-12;3,33E-11;6,64E-14;3,56E-14;3,34E-11;2,84E-10;4,51E-13;6,67E-14;2,84E-10;1,40E-09;2,16E-12;2,05E-13;1,40E-09
8,38;8,82E-12;3,08E-14;3,36E-14;8,88E-12;3,70E-11;8,63E-14;3,81E-14;3,71E-11;3,18E-10;6,40E-13;8,28E-14;3,19E-10;1,57E-09;3,10E-12;2,82E-13;1,57E-09
8,39;9,25E-12;4,31E-14;3,79E-14;9,33E-12;4,05E-11;1,24E-13;4,42E-14;4,06E-11;3,53E-10;9,35E-13;1,07E-13;3,54E-10;1,74E-09;4,54E-12;3,84E-13;1,75E-09
8,40;9,84E-12;5,02E-14;4,42E-14;9,93E-12;4,56E-11;1,71E-13;5,35E-14;4,58E-11;4,03E-10;1,38E-12;1,47E-13;4,05E-10;1,99E-09;6,74E-12;5,60E-13;2,00E-09
8,41;1,06E-11;7,13E-14;7,25E-14;1,08E-11;5,11E-11;2,56E-13;8,74E-14;5,14E-11;4,55E-10;2,10E-12;2,37E-13;4,58E-10;2,25E-09;1,03E-11;9,00E-13;2,26E-09
8,42;1,14E-11;9,95E-14;9,29E-14;1,16E-11;5,74E-11;4,09E-13;1,18E-13;5,80E-11;5,17E-10;3,51E-12;3,68E-13;5,21E-10;2,56E-09;1,73E-11;1,48E-12;2,58E-09
8,43;1,27E-11;1,49E-13;1,30E-13;1,30E-11;6,61E-11;6,55E-13;1,69E-13;6,69E-11;5,99E-10;5,71E-12;5,65E-13;6,06E-10;2,97E-09;2,82E-11;2,32E-12;3,00E-09
8,44;1,38E-11;2,08E-13;1,64E-13;1,42E-11;7,42E-11;9,31E-13;2,21E-13;7,53E-11;6,78E-10;8,16E-12;7,91E-13;6,87E-10;3,36E-09;4,03E-11;3,32E-12;3,41E-09
8,45;1,48E-11;2,64E-13;2,13E-13;1,52E-11;8,12E-11;1,26E-12;2,93E-13;8,28E-11;7,46E-10;1,12E-11;1,09E-12;7,58E-10;3,70E-09;5,55E-11;4,63E-12;3,76E-09
8,46;1,61E-11;3,34E-13;2,76E-13;1,67E-11;9,02E-11;1,67E-12;3,83E-13;9,22E-11;8,31E-10;1,51E-11;1,45E-12;8,48E-10;4,12E-09;7,45E-11;6,18E-12;4,21E-09
8,47;1,73E-11;4,29E-13;3,34E-13;1,80E-11;9,90E-11;2,16E-12;4,72E-13;1,02E-10;9,17E-10;1,95E-11;1,85E-12;9,38E-10;4,55E-09;9,64E-11;7,98E-12;4,65E-09
8,48;1,82E-11;5,29E-13;4,03E-13;1,91E-11;1,06E-10;2,73E-12;5,77E-13;1,09E-10;9,84E-10;2,47E-11;2,32E-12;1,01E-09;4,89E-09;1,22E-10;1,00E-11;5,02E-09
8,49;1,90E-11;6,33E-13;4,82E-13;2,01E-11;1,13E-10;3,34E-12;6,97E-13;1,17E-10;1,05E-09;3,04E-11;2,84E-12;1,09E-09;5,24E-09;1,51E-10;1,24E-11;5,40E-09
8,50;2,01E-11;7,46E-13;5,52E-13;2,14E-11;1,18E-10;3,98E-12;8,06E-13;1,23E-10;1,10E-09;3,63E-11;3,35E-12;1,14E-09;5,47E-09;1,80E-10;1,46E-11;5,66E-09
8,51;2,03E-11;8,17E-13;5,93E-13;2,17E-11;1,20E-10;4,46E-12;8,78E-13;1,25E-10;1,12E-09;4,08E-11;3,73E-12;1,16E-09;5,55E-09;2,03E-10;1,64E-11;5,77E-09
8,52;1,82E-11;7,86E-13;5,30E-13;1,95E-11;1,08E-10;4,22E-12;7,99E-13;1,13E-10;1,01E-09;3,86E-11;3,50E-12;1,05E-09;5,00E-09;1,91E-10;1,55E-11;5,21E-09
8,53;1,46E-11;6,75E-13;4,51E-13;1,58E-11;8,93E-11;3,61E-12;6,82E-13;9,36E-11;8,36E-10;3,30E-11;3,00E-12;8,72E-10;4,15E-09;1,63E-10;1,33E-11;4,33E-09
8,54;1,15E-11;5,02E-13;3,60E-13;1,24E-11;6,84E-11;2,72E-12;5,36E-13;7,17E-11;6,37E-10;2,49E-11;2,30E-12;6,64E-10;3,16E-09;1,24E-10;1,01E-11;3,30E-09
8,55;9,25E-12;3,98E-13;2,80E-13;9,93E-12;5,41E-11;2,14E-12;4,17E-13;5,67E-11;5,03E-10;1,95E-11;1,79E-12;5,24E-10;2,50E-09;9,68E-11;7,87E-12;2,60E-09
8,56;8,68E-12;3,34E-13;2,47E-13;9,26E-12;4,86E-11;1,79E-12;3,63E-13;5,07E-11;4,48E-10;1,64E-11;1,52E-12;4,66E-10;2,22E-09;8,11E-11;6,67E-12;2,31E-09
8,57;8,78E-12;3,13E-13;2,15E-13;9,31E-12;5,03E-11;1,64E-12;3,21E-13;5,23E-11;4,66E-10;1,49E-11;1,38E-12;4,82E-10;2,31E-09;7,39E-11;6,08E-12;2,39E-09
8,58;9,19E-12;2,74E-13;1,88E-13;9,66E-12;5,10E-11;1,38E-12;2,75E-13;5,26E-11;4,69E-10;1,25E-11;1,15E-12;4,82E-10;2,33E-09;6,17E-11;5,02E-12;2,39E-09
8,59;9,03E-12;2,02E-13;1,38E-13;9,37E-12;4,92E-11;1,03E-12;2,03E-13;5,04E-11;4,50E-10;9,34E-12;8,49E-13;4,61E-10;2,23E-09;4,63E-11;3,72E-12;2,28E-09
8,60;8,67E-12;1,26E-13;1,01E-13;8,90E-12;4,62E-11;6,80E-13;1,44E-13;4,70E-11;4,21E-10;6,22E-12;5,78E-13;4,28E-10;2,09E-09;3,08E-11;2,51E-12;2,12E-09
8,61;8,49E-12;9,67E-14;7,83E-14;8,67E-12;4,40E-11;4,68E-13;1,07E-13;4,46E-11;3,99E-10;4,18E-12;3,94E-13;4,04E-10;1,98E-09;2,07E-11;1,67E-12;2,00E-09
8,62;8,18E-12;6,92E-14;5,92E-14;8,31E-12;4,16E-11;3,28E-13;7,97E-14;4,20E-11;3,76E-10;2,92E-12;2,85E-13;3,79E-10;1,86E-09;1,44E-11;1,20E-12;1,88E-09
8,63;7,95E-12;5,72E-14;4,11E-14;8,04E-12;3,92E-11;2,50E-13;5,63E-14;3,95E-11;3,52E-10;2,18E-12;2,08E-13;3,54E-10;1,74E-09;1,07E-11;8,83E-13;1,75E-09
8,64;7,59E-12;5,17E-14;3,55E-14;7,68E-12;3,69E-11;1,97E-13;4,70E-14;3,71E-11;3,30E-10;1,65E-12;1,62E-13;3,32E-10;1,63E-09;8,12E-12;6,74E-13;1,64E-09
8,65;7,39E-12;3,69E-14;3,78E-14;7,46E-12;3,52E-11;1,53E-13;4,68E-14;3,54E-11;3,13E-10;1,31E-12;1,37E-13;3,15E-10;1,55E-09;6,47E-12;5,39E-13;1,56E-09
8,66;7,15E-12;3,50E-14;2,70E-14;7,21E-12;3,30E-11;1,33E-13;3,46E-14;3,31E-11;2,91E-10;1,11E-12;1,10E-13;2,92E-10;1,44E-09;5,45E-12;4,47E-13;1,44E-09
8,67;7,09E-12;3,15E-14;3,28E-14;7,15E-12;3,19E-11;1,10E-13;3,94E-14;3,20E-11;2,80E-10;8,99E-13;1,05E-13;2,81E-10;1,38E-09;4,40E-12;3,98E-13;1,39E-09
8,68;7,20E-12;3,25E-14;3,70E-14;7,26E-12;3,05E-11;1,03E-13;4,28E-14;3,07E-11;2,64E-10;8,14E-13;1,01E-13;2,65E-10;1,30E-09;3,97E-12;3,58E-13;1,30E-09
8,69;6,98E-12;3,09E-14;2,77E-14;7,04E-12;2,89E-11;9,77E-14;3,29E-14;2,91E-11;2,49E-10;7,66E-13;8,43E-14;2,49E-10;1,22E-09;3,74E-12;3,13E-13;1,23E-09
8,70;6,84E-12;2,76E-14;2,67E-14;6,89E-12;2,77E-11;8,91E-14;3,14E-14;2,78E-11;2,36E-10;7,04E-13;7,79E-14;2,37E-10;1,16E-09;3,44E-12;2,85E-13;1,17E-09
8,71;7,04E-12;2,37E-14;2,39E-14;7,08E-12;2,67E-11;7,99E-14;2,81E-14;2,68E-11;2,24E-10;6,42E-13;7,07E-14;2,24E-10;1,10E-09;3,14E-12;2,60E-13;1,10E-09
8,72;6,39E-12;3,10E-14;2,45E-14;6,44E-12;2,50E-11;8,35E-14;2,85E-14;2,51E-11;2,11E-10;6,09E-13;6,86E-14;2,12E-10;1,04E-09;2,95E-12;2,47E-13;1,04E-09
8,73;6,87E-12;2,90E-14;2,64E-14;6,93E-12;2,48E-11;8,03E-14;3,02E-14;2,49E-11;2,04E-10;5,93E-13;6,88E-14;2,05E-10;1,00E-09;2,87E-12;2,40E-13;1,01E-09
8,74;6,65E-12;2,39E-14;2,88E-14;6,70E-12;2,36E-11;7,28E-14;3,24E-14;2,37E-11;1,93E-10;5,62E-13;6,94E-14;1,94E-10;9,48E-10;2,74E-12;2,34E-13;9,51E-10
8,75;6,42E-12;2,62E-14;2,51E-14;6,47E-12;2,27E-11;7,54E-14;2,87E-14;2,29E-11;1,86E-10;5,68E-13;6,49E-14;1,87E-10;9,12E-10;2,76E-12;2,26E-13;9,15E-10
8,76;6,41E-12;2,75E-14;2,82E-14;6,47E-12;2,23E-11;7,25E-14;3,18E-14;2,24E-11;1,81E-10;5,22E-13;6,74E-14;1,82E-10;8,88E-10;2,52E-12;2,26E-13;8,91E-10
8,77;6,10E-12;2,30E-14;2,53E-14;6,15E-12;2,09E-11;6,77E-14;2,86E-14;2,10E-11;1,69E-10;5,15E-13;6,08E-14;1,70E-10;8,29E-10;2,50E-12;2,04E-13;8,32E-10
8,78;6,18E-12;2,57E-14;2,77E-14;6,23E-12;2,05E-11;6,80E-14;3,09E-14;2,06E-11;1,63E-10;4,91E-13;6,36E-14;1,64E-10;7,99E-10;2,37E-12;2,09E-13;8,02E-10
8,79;6,15E-12;2,33E-14;2,75E-14;6,20E-12;1,99E-11;6,56E-14;3,06E-14;2,00E-11;1,57E-10;4,88E-13;6,13E-14;1,58E-10;7,68E-10;2,36E-12;1,98E-13;7,70E-10
8,80;6,12E-12;2,28E-14;2,00E-14;6,17E-12;1,94E-11;6,20E-14;2,32E-14;1,95E-11;1,52E-10;4,53E-13;5,47E-14;1,53E-10;7,43E-10;2,19E-12;1,95E-13;7,45E-10
8,81;6,09E-12;2,39E-14;2,64E-14;6,14E-12;1,88E-11;6,39E-14;2,93E-14;1,89E-11;1,46E-10;4,64E-13;5,86E-14;1,47E-10;7,12E-10;2,24E-12;1,88E-13;7,14E-10
8,82;6,10E-12;2,62E-14;2,35E-14;6,15E-12;1,85E-11;6,29E-14;2,64E-14;1,86E-11;1,42E-10;4,30E-13;5,54E-14;1,43E-10;6,92E-10;2,06E-12;1,84E-13;6,94E-10
8,83;5,98E-12;2,01E-14;3,03E-14;6,03E-12;1,76E-11;5,76E-14;3,31E-14;1,77E-11;1,34E-10;4,32E-13;6,06E-14;1,35E-10;6,53E-10;2,10E-12;1,83E-13;6,55E-10
8,84;6,04E-12;1,79E-14;2,96E-14;6,08E-12;1,76E-11;5,20E-14;3,23E-14;1,77E-11;1,34E-10;3,93E-13;5,94E-14;1,34E-10;6,49E-10;1,91E-12;1,80E-13;6,51E-10
8,85;6,16E-12;2,11E-14;2,85E-14;6,21E-12;1,71E-11;5,55E-14;3,11E-14;1,72E-11;1,26E-10;4,00E-13;5,75E-14;1,27E-10;6,11E-10;1,93E-12;1,75E-13;6,13E-10
8,86;5,95E-12;2,14E-14;2,80E-14;6,00E-12;1,67E-11;5,46E-14;3,08E-14;1,68E-11;1,24E-10;3,86E-13;5,84E-14;1,24E-10;6,01E-10;1,86E-12;1,81E-13;6,03E-10
8,87;6,09E-12;2,01E-14;2,48E-14;6,13E-12;1,66E-11;5,24E-14;2,73E-14;1,67E-11;1,22E-10;3,75E-13;5,28E-14;1,22E-10;5,89E-10;1,81E-12;1,66E-13;5,91E-10
8,88;5,70E-12;2,14E-14;3,32E-14;5,76E-12;1,59E-11;5,25E-14;3,58E-14;1,60E-11;1,18E-10;3,63E-13;6,18E-14;1,19E-10;5,72E-10;1,74E-12;1,77E-13;5,74E-10
8,89;6,06E-12;2,54E-14;2,37E-14;6,11E-12;1,58E-11;5,72E-14;2,62E-14;1,59E-11;1,13E-10;3,75E-13;5,17E-14;1,14E-10;5,46E-10;1,79E-12;1,65E-13;5,48E-10
8,90;5,67E-12;1,88E-14;3,00E-14;5,71E-12;1,51E-11;4,79E-14;3,24E-14;1,52E-11;1,09E-10;3,40E-13;5,57E-14;1,10E-10;5,29E-10;1,64E-12;1,60E-13;5,30E-10
8,91;5,77E-12;2,03E-14;1,98E-14;5,81E-12;1,51E-11;4,91E-14;2,21E-14;1,51E-11;1,08E-10;3,36E-13;4,49E-14;1,08E-10;5,21E-10;1,61E-12;1,46E-13;5,23E-10
8,92;5,83E-12;1,76E-14;2,61E-14;5,87E-12;1,47E-11;4,52E-14;2,83E-14;1,48E-11;1,03E-10;3,20E-13;4,96E-14;1,04E-10;4,97E-10;1,54E-12;1,45E-13;4,99E-10
8,93;5,75E-12;2,32E-14;2,14E-14;5,79E-12;1,45E-11;5,05E-14;2,36E-14;1,45E-11;1,02E-10;3,24E-13;4,54E-14;1,02E-10;4,88E-10;1,54E-12;1,42E-13;4,90E-10
8,94;6,06E-12;2,40E-14;2,23E-14;6,10E-12;1,44E-11;5,02E-14;2,44E-14;1,45E-11;9,77E-11;3,11E-13;4,54E-14;9,80E-11;4,68E-10;1,47E-12;1,39E-13;4,70E-10
8,95;5,72E-12;2,28E-14;2,29E-14;5,77E-12;1,36E-11;4,97E-14;2,51E-14;1,36E-11;9,18E-11;3,18E-13;4,62E-14;9,22E-11;4,40E-10;1,51E-12;1,40E-13;4,41E-10
8,96;5,68E-12;1,97E-14;2,69E-14;5,72E-12;1,36E-11;4,55E-14;2,90E-14;1,37E-11;9,33E-11;3,03E-13;5,05E-14;9,36E-11;4,47E-10;1,45E-12;1,46E-13;4,49E-10
8,97;5,74E-12;2,13E-14;1,99E-14;5,78E-12;1,34E-11;4,76E-14;2,19E-14;1,35E-11;9,05E-11;3,11E-13;4,21E-14;9,09E-11;4,33E-10;1,48E-12;1,32E-13;4,35E-10
8,98;5,57E-12;1,79E-14;2,44E-14;5,61E-12;1,29E-11;4,21E-14;2,65E-14;1,30E-11;8,66E-11;2,84E-13;4,67E-14;8,69E-11;4,14E-10;1,36E-12;1,37E-13;4,15E-10
8,99;5,44E-12;2,29E-14;1,95E-14;5,48E-12;1,26E-11;4,72E-14;2,12E-14;1,27E-11;8,46E-11;2,90E-13;3,81E-14;8,49E-11;4,04E-10;1,37E-12;1,14E-13;4,06E-10
9,00;5,34E-12;2,08E-14;2,01E-14;5,38E-12;1,23E-11;4,52E-14;2,19E-14;1,24E-11;8,21E-11;2,89E-13;3,97E-14;8,25E-11;3,92E-10;1,38E-12;1,19E-13;3,94E-10
9,01;5,33E-12;2,33E-14;1,92E-14;5,37E-12;1,19E-11;4,71E-14;2,09E-14;1,20E-11;7,80E-11;2,85E-13;3,77E-14;7,83E-11;3,72E-10;1,34E-12;1,13E-13;3,73E-10
9,02;5,45E-12;2,11E-14;2,13E-14;5,49E-12;1,18E-11;4,45E-14;2,30E-14;1,19E-11;7,58E-11;2,79E-13;3,94E-14;7,62E-11;3,60E-10;1,32E-12;1,13E-13;3,62E-10
9,03;5,00E-12;1,92E-14;1,97E-14;5,04E-12;1,13E-11;4,15E-14;2,15E-14;1,13E-11;7,38E-11;2,64E-13;3,92E-14;7,41E-11;3,52E-10;1,25E-12;1,18E-13;3,53E-10
9,04;5,31E-12;2,08E-14;2,29E-14;5,36E-12;1,14E-11;4,33E-14;2,46E-14;1,15E-11;7,26E-11;2,68E-13;4,21E-14;7,29E-11;3,45E-10;1,27E-12;1,20E-13;3,46E-10
9,05;5,22E-12;1,69E-14;2,31E-14;5,26E-12;1,10E-11;3,71E-14;2,47E-14;1,10E-11;6,83E-11;2,38E-13;4,08E-14;6,86E-11;3,23E-10;1,13E-12;1,12E-13;3,24E-10
9,06;5,32E-12;1,94E-14;2,04E-14;5,36E-12;1,10E-11;3,99E-14;2,19E-14;1,10E-11;6,73E-11;2,44E-13;3,75E-14;6,76E-11;3,18E-10;1,15E-12;1,07E-13;3,19E-10
9,07;5,27E-12;2,11E-14;2,10E-14;5,31E-12;1,08E-11;4,21E-14;2,26E-14;1,09E-11;6,60E-11;2,52E-13;3,87E-14;6,63E-11;3,11E-10;1,18E-12;1,10E-13;3,13E-10
9,08;5,35E-12;2,02E-14;2,07E-14;5,40E-12;1,07E-11;3,79E-14;2,22E-14;1,07E-11;6,37E-11;2,16E-13;3,71E-14;6,40E-11;3,00E-10;1,00E-12;1,04E-13;3,01E-10
9,09;5,22E-12;1,99E-14;2,21E-14;5,26E-12;1,01E-11;3,73E-14;2,36E-14;1,02E-11;5,92E-11;2,12E-13;3,85E-14;5,94E-11;2,77E-10;9,87E-13;1,05E-13;2,78E-10
9,10;5,01E-12;1,91E-14;2,25E-14;5,06E-12;9,76E-12;3,67E-14;2,40E-14;9,82E-12;5,72E-11;2,12E-13;3,86E-14;5,74E-11;2,68E-10;9,93E-13;1,04E-13;2,69E-10
9,11;5,00E-12;2,51E-14;2,61E-14;5,05E-12;9,67E-12;4,39E-14;2,76E-14;9,74E-12;5,64E-11;2,32E-13;4,26E-14;5,67E-11;2,64E-10;1,07E-12;1,10E-13;2,65E-10
9,12;5,02E-12;2,03E-14;2,86E-14;5,07E-12;9,60E-12;3,78E-14;3,00E-14;9,67E-12;5,55E-11;2,12E-13;4,47E-14;5,57E-11;2,59E-10;9,88E-13;1,10E-13;2,60E-10
9,13;5,07E-12;2,09E-14;3,07E-14;5,12E-12;9,45E-12;3,95E-14;3,20E-14;9,53E-12;5,33E-11;2,25E-13;4,55E-14;5,36E-11;2,48E-10;1,05E-12;1,05E-13;2,49E-10
9,14;5,00E-12;1,85E-14;2,40E-14;5,05E-12;9,28E-12;3,50E-14;2,54E-14;9,34E-12;5,21E-11;2,00E-13;3,96E-14;5,23E-11;2,42E-10;9,34E-13;1,03E-13;2,43E-10
9,15;5,22E-12;2,00E-14;2,33E-14;5,27E-12;9,42E-12;3,69E-14;2,47E-14;9,48E-12;5,14E-11;2,07E-13;3,83E-14;5,16E-11;2,38E-10;9,62E-13;9,87E-14;2,39E-10
9,16;5,15E-12;1,98E-14;3,02E-14;5,20E-12;9,02E-12;3,70E-14;3,14E-14;9,09E-12;4,77E-11;2,09E-13;4,33E-14;4,79E-11;2,20E-10;9,72E-13;9,61E-14;2,21E-10
9,17;4,93E-12;1,77E-14;2,17E-14;4,96E-12;8,61E-12;3,38E-14;2,29E-14;8,67E-12;4,55E-11;1,95E-13;3,49E-14;4,57E-11;2,09E-10;9,14E-13;8,84E-14;2,10E-10
9,18;5,01E-12;1,78E-14;2,23E-14;5,05E-12;8,56E-12;3,37E-14;2,35E-14;8,62E-12;4,40E-11;1,93E-13;3,55E-14;4,43E-11;2,02E-10;9,02E-13;8,86E-14;2,03E-10
9,19;4,94E-12;2,00E-14;2,53E-14;4,98E-12;8,25E-12;3,53E-14;2,66E-14;8,31E-12;4,14E-11;1,88E-13;3,91E-14;4,16E-11;1,88E-10;8,65E-13;9,47E-14;1,89E-10
9,20;4,76E-12;2,02E-14;2,73E-14;4,81E-12;7,83E-12;3,35E-14;2,84E-14;7,89E-12;3,86E-11;1,67E-13;3,87E-14;3,88E-11;1,75E-10;7,58E-13;8,45E-14;1,76E-10
9,21;4,84E-12;1,88E-14;2,80E-14;4,88E-12;7,89E-12;3,19E-14;2,89E-14;7,95E-12;3,84E-11;1,63E-13;3,82E-14;3,86E-11;1,74E-10;7,44E-13;7,97E-14;1,75E-10
9,22;4,64E-12;1,99E-14;1,92E-14;4,68E-12;7,36E-12;3,00E-14;2,01E-14;7,41E-12;3,46E-11;1,32E-13;2,96E-14;3,47E-11;1,56E-10;5,83E-13;7,18E-14;1,56E-10
9,23;4,70E-12;1,83E-14;1,73E-14;4,74E-12;7,28E-12;2,53E-14;1,81E-14;7,33E-12;3,31E-11;9,55E-14;2,53E-14;3,32E-11;1,48E-10;4,07E-13;5,76E-14;1,48E-10
9,24;4,82E-12;1,64E-14;2,46E-14;4,86E-12;7,12E-12;2,04E-14;2,50E-14;7,17E-12;3,01E-11;6,01E-14;2,88E-14;3,02E-11;1,32E-10;2,37E-13;4,56E-14;1,33E-10
9,25;4,46E-12;1,96E-14;2,01E-14;4,50E-12;6,65E-12;2,22E-14;2,03E-14;6,69E-12;2,85E-11;4,85E-14;2,23E-14;2,86E-11;1,26E-10;1,65E-13;3,12E-14;1,26E-10
9,26;4,56E-12;1,55E-14;1,96E-14;4,59E-12;6,62E-12;1,74E-14;1,97E-14;6,65E-12;2,72E-11;3,66E-14;2,13E-14;2,72E-11;1,19E-10;1,22E-13;2,80E-14;1,19E-10
9,27;4,57E-12;1,74E-14;2,34E-14;4,61E-12;6,50E-12;1,86E-14;2,35E-14;6,54E-12;2,58E-11;3,06E-14;2,47E-14;2,58E-11;1,11E-10;8,40E-14;2,98E-14;1,11E-10
9,28;4,72E-12;1,82E-14;2,24E-14;4,76E-12;6,69E-12;1,96E-14;2,25E-14;6,73E-12;2,63E-11;3,28E-14;2,37E-14;2,64E-11;1,14E-10;9,17E-14;2,87E-14;1,14E-10
9,29;4,88E-12;1,52E-14;2,05E-14;4,91E-12;6,85E-12;1,65E-14;2,06E-14;6,89E-12;2,66E-11;3,02E-14;2,19E-14;2,66E-11;1,14E-10;9,10E-14;2,75E-14;1,14E-10
9,30;4,70E-12;1,48E-14;1,81E-14;4,73E-12;6,60E-12;1,63E-14;1,82E-14;6,64E-12;2,56E-11;3,08E-14;1,97E-14;2,57E-11;1,10E-10;9,50E-14;2,62E-14;1,10E-10
9,31;4,70E-12;1,67E-14;1,72E-14;4,74E-12;6,63E-12;1,87E-14;1,73E-14;6,67E-12;2,59E-11;3,88E-14;1,87E-14;2,60E-11;1,12E-10;1,28E-13;2,50E-14;1,12E-10
9,32;4,68E-12;1,94E-14;1,79E-14;4,72E-12;6,64E-12;2,15E-14;1,81E-14;6,68E-12;2,62E-11;4,19E-14;1,98E-14;2,63E-11;1,13E-10;1,33E-13;2,77E-14;1,13E-10
9,33;4,67E-12;1,49E-14;2,23E-14;4,71E-12;6,60E-12;1,85E-14;2,26E-14;6,64E-12;2,59E-11;5,40E-14;2,59E-14;2,60E-11;1,12E-10;2,12E-13;4,06E-14;1,12E-10
9,34;4,91E-12;1,96E-14;1,93E-14;4,95E-12;6,94E-12;2,45E-14;1,97E-14;6,98E-12;2,72E-11;7,29E-14;2,30E-14;2,73E-11;1,18E-10;2,88E-13;3,81E-14;1,18E-10
9,35;4,63E-12;1,74E-14;2,09E-14;4,67E-12;6,75E-12;2,51E-14;2,16E-14;6,79E-12;2,79E-11;1,02E-13;2,82E-14;2,81E-11;1,22E-10;4,45E-13;5,76E-14;1,23E-10
9,36;4,66E-12;1,95E-14;2,14E-14;4,70E-12;6,83E-12;3,03E-14;2,23E-14;6,88E-12;2,86E-11;1,38E-13;3,12E-14;2,87E-11;1,25E-10;6,16E-13;7,07E-14;1,26E-10
9,37;4,68E-12;1,76E-14;1,64E-14;4,71E-12;6,79E-12;2,56E-14;1,70E-14;6,83E-12;2,78E-11;1,05E-13;2,32E-14;2,80E-11;1,21E-10;4,59E-13;5,06E-14;1,22E-10
9,38;4,65E-12;1,31E-14;2,13E-14;4,68E-12;6,75E-12;1,86E-14;2,17E-14;6,79E-12;2,77E-11;7,39E-14;2,63E-14;2,78E-11;1,21E-10;3,20E-13;4,67E-14;1,21E-10
9,39;4,40E-12;1,78E-14;1,71E-14;4,43E-12;6,46E-12;2,25E-14;1,75E-14;6,50E-12;2,71E-11;6,90E-14;2,23E-14;2,72E-11;1,19E-10;2,76E-13;4,37E-14;1,19E-10
9,40;4,80E-12;1,86E-14;1,92E-14;4,83E-12;6,87E-12;2,30E-14;1,96E-14;6,91E-12;2,76E-11;6,75E-14;2,34E-14;2,77E-11;1,20E-10;2,65E-13;4,07E-14;1,20E-10
9,41;4,97E-12;1,88E-14;1,65E-14;5,01E-12;7,05E-12;2,31E-14;1,68E-14;7,09E-12;2,78E-11;6,58E-14;1,99E-14;2,79E-11;1,20E-10;2,56E-13;3,34E-14;1,20E-10
9,42;4,95E-12;1,70E-14;1,64E-14;4,98E-12;7,03E-12;2,10E-14;1,67E-14;7,06E-12;2,78E-11;6,13E-14;2,04E-14;2,79E-11;1,20E-10;2,40E-13;3,67E-14;1,20E-10
9,43;4,64E-12;1,68E-14;2,02E-14;4,67E-12;6,82E-12;2,14E-14;2,05E-14;6,86E-12;2,87E-11;6,71E-14;2,33E-14;2,87E-11;1,26E-10;2,70E-13;3,61E-14;1,26E-10
9,44;4,77E-12;1,45E-14;2,13E-14;4,81E-12;7,02E-12;1,88E-14;2,16E-14;7,06E-12;2,95E-11;6,18E-14;2,42E-14;2,96E-11;1,29E-10;2,53E-13;3,60E-14;1,30E-10
9,45;4,81E-12;1,76E-14;2,16E-14;4,85E-12;7,05E-12;2,06E-14;2,19E-14;7,09E-12;2,94E-11;5,09E-14;2,47E-14;2,95E-11;1,29E-10;1,85E-13;3,72E-14;1,29E-10
9,46;4,65E-12;1,63E-14;2,33E-14;4,69E-12;6,93E-12;1,94E-14;2,36E-14;6,97E-12;2,97E-11;5,03E-14;2,64E-14;2,97E-11;1,31E-10;1,88E-13;3,90E-14;1,31E-10
9,47;4,60E-12;1,84E-14;2,91E-14;4,65E-12;6,85E-12;2,15E-14;2,94E-14;6,90E-12;2,94E-11;5,25E-14;3,22E-14;2,95E-11;1,30E-10;1,90E-13;4,48E-14;1,30E-10
9,48;4,57E-12;1,75E-14;1,93E-14;4,61E-12;6,90E-12;2,03E-14;1,96E-14;6,94E-12;3,02E-11;4,85E-14;2,22E-14;3,02E-11;1,34E-10;1,74E-13;3,40E-14;1,34E-10
9,49;4,68E-12;2,46E-14;1,75E-14;4,72E-12;7,01E-12;2,70E-14;1,77E-14;7,06E-12;3,03E-11;5,10E-14;2,04E-14;3,04E-11;1,34E-10;1,58E-13;3,23E-14;1,34E-10
9,50;4,54E-12;1,76E-14;2,36E-14;4,58E-12;6,86E-12;2,04E-14;2,39E-14;6,91E-12;3,00E-11;4,82E-14;2,66E-14;3,01E-11;1,33E-10;1,72E-13;3,88E-14;1,33E-10
9,51;4,68E-12;1,74E-14;2,20E-14;4,72E-12;7,17E-12;2,03E-14;2,22E-14;7,21E-12;3,21E-11;4,94E-14;2,44E-14;3,21E-11;1,43E-10;1,79E-13;3,44E-14;1,43E-10
