zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 100A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
Average (mbar)?;6,58E-12;4,60E-14;5,60E-14;6,68E-12;1,03E-11;5,76E-14;5,65E-14;1,04E-11;4,72E-11;1,74E-13;6,16E-14;4,74E-11;2,11E-10;6,91E-13;8,44E-14;2,12E-10
S position (m);H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total
7,31;4,74E-12;2,29E-14;2,48E-14;4,79E-12;4,87E-12;2,31E-14;2,48E-14;4,92E-12;6,15E-12;2,46E-14;2,49E-14;6,20E-12;1,18E-11;3,11E-14;2,53E-14;1,19E-11
7,32;4,80E-12;2,39E-14;2,81E-14;4,85E-12;4,93E-12;2,40E-14;2,81E-14;4,98E-12;6,17E-12;2,57E-14;2,82E-14;6,22E-12;1,17E-11;3,33E-14;2,85E-14;1,17E-11
7,33;4,47E-12;1,94E-14;1,99E-14;4,51E-12;4,57E-12;1,96E-14;2,00E-14;4,61E-12;5,61E-12;2,14E-14;2,00E-14;5,65E-12;1,02E-11;2,92E-14;2,04E-14;1,03E-11
7,34;4,84E-12;1,87E-14;2,04E-14;4,88E-12;4,94E-12;1,89E-14;2,04E-14;4,98E-12;5,93E-12;2,04E-14;2,05E-14;5,97E-12;1,03E-11;2,71E-14;2,07E-14;1,04E-11
7,35;4,73E-12;2,27E-14;2,65E-14;4,78E-12;4,83E-12;2,29E-14;2,65E-14;4,88E-12;5,82E-12;2,44E-14;2,66E-14;5,87E-12;1,02E-11;3,11E-14;2,68E-14;1,03E-11
7,36;4,99E-12;2,22E-14;2,34E-14;5,04E-12;5,08E-12;2,23E-14;2,34E-14;5,12E-12;5,94E-12;2,36E-14;2,34E-14;5,98E-12;9,76E-12;2,95E-14;2,37E-14;9,81E-12
7,37;4,78E-12;1,95E-14;2,36E-14;4,82E-12;4,85E-12;1,96E-14;2,36E-14;4,90E-12;5,61E-12;2,06E-14;2,36E-14;5,65E-12;8,96E-12;2,53E-14;2,38E-14;9,01E-12
7,38;4,75E-12;2,05E-14;2,43E-14;4,80E-12;4,82E-12;2,06E-14;2,43E-14;4,87E-12;5,49E-12;2,12E-14;2,44E-14;5,53E-12;8,46E-12;2,38E-14;2,45E-14;8,51E-12
7,39;4,66E-12;1,85E-14;3,25E-14;4,71E-12;4,72E-12;1,85E-14;3,25E-14;4,77E-12;5,29E-12;1,89E-14;3,25E-14;5,34E-12;7,82E-12;2,05E-14;3,26E-14;7,87E-12
7,40;4,87E-12;2,10E-14;2,70E-14;4,92E-12;4,93E-12;2,10E-14;2,70E-14;4,98E-12;5,48E-12;2,13E-14;2,70E-14;5,53E-12;7,91E-12;2,25E-14;2,71E-14;7,96E-12
7,41;4,69E-12;2,03E-14;2,44E-14;4,73E-12;4,74E-12;2,03E-14;2,44E-14;4,78E-12;5,27E-12;2,05E-14;2,44E-14;5,31E-12;7,61E-12;2,09E-14;2,44E-14;7,66E-12
7,42;4,56E-12;2,17E-14;2,69E-14;4,60E-12;4,60E-12;2,17E-14;2,69E-14;4,65E-12;5,08E-12;2,19E-14;2,69E-14;5,13E-12;7,21E-12;2,27E-14;2,70E-14;7,26E-12
7,43;4,67E-12;1,60E-14;2,17E-14;4,70E-12;4,71E-12;1,60E-14;2,17E-14;4,75E-12;5,18E-12;1,61E-14;2,17E-14;5,22E-12;7,24E-12;1,66E-14;2,17E-14;7,28E-12
7,44;4,78E-12;1,93E-14;2,04E-14;4,82E-12;4,83E-12;1,93E-14;2,04E-14;4,87E-12;5,29E-12;1,95E-14;2,04E-14;5,33E-12;7,34E-12;2,02E-14;2,04E-14;7,38E-12
7,45;4,63E-12;1,83E-14;2,11E-14;4,67E-12;4,68E-12;1,83E-14;2,11E-14;4,72E-12;5,14E-12;1,84E-14;2,11E-14;5,18E-12;7,19E-12;1,87E-14;2,11E-14;7,23E-12
7,46;4,61E-12;1,71E-14;1,97E-14;4,65E-12;4,66E-12;1,71E-14;1,97E-14;4,69E-12;5,09E-12;1,71E-14;1,97E-14;5,13E-12;7,04E-12;1,73E-14;1,97E-14;7,08E-12
7,47;4,47E-12;2,11E-14;2,05E-14;4,52E-12;4,51E-12;2,11E-14;2,05E-14;4,55E-12;4,90E-12;2,11E-14;2,05E-14;4,94E-12;6,61E-12;2,12E-14;2,05E-14;6,65E-12
7,48;4,62E-12;2,07E-14;2,16E-14;4,67E-12;4,67E-12;2,07E-14;2,16E-14;4,71E-12;5,12E-12;2,08E-14;2,16E-14;5,16E-12;7,10E-12;2,09E-14;2,16E-14;7,14E-12
7,49;4,60E-12;2,10E-14;2,30E-14;4,64E-12;4,64E-12;2,10E-14;2,30E-14;4,68E-12;5,03E-12;2,10E-14;2,30E-14;5,07E-12;6,77E-12;2,11E-14;2,30E-14;6,82E-12
7,50;4,64E-12;1,90E-14;2,12E-14;4,68E-12;4,68E-12;1,90E-14;2,12E-14;4,72E-12;5,07E-12;1,90E-14;2,12E-14;5,11E-12;6,78E-12;1,91E-14;2,12E-14;6,82E-12
7,51;4,56E-12;2,06E-14;2,12E-14;4,61E-12;4,60E-12;2,06E-14;2,12E-14;4,64E-12;4,97E-12;2,06E-14;2,12E-14;5,02E-12;6,63E-12;2,07E-14;2,12E-14;6,67E-12
7,52;4,67E-12;2,29E-14;2,24E-14;4,71E-12;4,70E-12;2,29E-14;2,24E-14;4,74E-12;4,99E-12;2,29E-14;2,24E-14;5,03E-12;6,28E-12;2,30E-14;2,24E-14;6,32E-12
7,53;4,61E-12;2,23E-14;2,58E-14;4,66E-12;4,64E-12;2,23E-14;2,58E-14;4,69E-12;4,97E-12;2,23E-14;2,58E-14;5,02E-12;6,45E-12;2,24E-14;2,58E-14;6,50E-12
7,54;4,71E-12;2,51E-14;2,41E-14;4,76E-12;4,74E-12;2,51E-14;2,41E-14;4,79E-12;5,07E-12;2,52E-14;2,41E-14;5,12E-12;6,52E-12;2,53E-14;2,41E-14;6,57E-12
7,55;4,72E-12;2,28E-14;1,87E-14;4,77E-12;4,76E-12;2,28E-14;1,87E-14;4,80E-12;5,13E-12;2,28E-14;1,87E-14;5,17E-12;6,77E-12;2,30E-14;1,87E-14;6,82E-12
7,56;4,67E-12;2,17E-14;2,56E-14;4,72E-12;4,71E-12;2,17E-14;2,56E-14;4,76E-12;5,10E-12;2,17E-14;2,56E-14;5,15E-12;6,82E-12;2,19E-14;2,56E-14;6,87E-12
7,57;4,59E-12;1,90E-14;2,09E-14;4,63E-12;4,62E-12;1,90E-14;2,09E-14;4,66E-12;4,95E-12;1,91E-14;2,09E-14;4,99E-12;6,44E-12;1,96E-14;2,09E-14;6,48E-12
7,58;4,62E-12;2,49E-14;2,49E-14;4,67E-12;4,66E-12;2,49E-14;2,49E-14;4,71E-12;5,01E-12;2,50E-14;2,49E-14;5,06E-12;6,56E-12;2,56E-14;2,49E-14;6,62E-12
7,59;4,80E-12;1,70E-14;2,61E-14;4,84E-12;4,84E-12;1,70E-14;2,61E-14;4,88E-12;5,22E-12;1,71E-14;2,61E-14;5,27E-12;6,94E-12;1,76E-14;2,61E-14;6,99E-12
7,60;4,61E-12;1,98E-14;2,35E-14;4,65E-12;4,65E-12;1,98E-14;2,35E-14;4,69E-12;5,03E-12;2,00E-14;2,35E-14;5,08E-12;6,74E-12;2,08E-14;2,36E-14;6,78E-12
7,61;4,79E-12;2,41E-14;2,80E-14;4,84E-12;4,83E-12;2,41E-14;2,80E-14;4,88E-12;5,24E-12;2,44E-14;2,80E-14;5,29E-12;7,06E-12;2,53E-14;2,80E-14;7,11E-12
7,62;4,75E-12;2,20E-14;2,73E-14;4,80E-12;4,79E-12;2,20E-14;2,74E-14;4,84E-12;5,17E-12;2,22E-14;2,74E-14;5,22E-12;6,87E-12;2,31E-14;2,74E-14;6,92E-12
7,63;4,68E-12;2,06E-14;2,77E-14;4,73E-12;4,72E-12;2,06E-14;2,77E-14;4,76E-12;5,10E-12;2,09E-14;2,77E-14;5,15E-12;6,82E-12;2,20E-14;2,77E-14;6,87E-12
7,64;4,61E-12;1,92E-14;2,40E-14;4,65E-12;4,65E-12;1,93E-14;2,40E-14;4,69E-12;5,07E-12;1,95E-14;2,40E-14;5,11E-12;6,92E-12;2,05E-14;2,41E-14;6,96E-12
7,65;4,65E-12;2,10E-14;2,51E-14;4,69E-12;4,70E-12;2,10E-14;2,51E-14;4,74E-12;5,17E-12;2,13E-14;2,52E-14;5,22E-12;7,28E-12;2,25E-14;2,52E-14;7,33E-12
7,66;4,41E-12;2,14E-14;2,11E-14;4,46E-12;4,46E-12;2,14E-14;2,11E-14;4,51E-12;4,96E-12;2,16E-14;2,11E-14;5,00E-12;7,17E-12;2,27E-14;2,12E-14;7,21E-12
7,67;4,47E-12;1,80E-14;2,19E-14;4,51E-12;4,52E-12;1,80E-14;2,19E-14;4,56E-12;5,05E-12;1,83E-14;2,19E-14;5,10E-12;7,43E-12;1,96E-14;2,20E-14;7,47E-12
7,68;4,61E-12;1,60E-14;2,14E-14;4,64E-12;4,66E-12;1,61E-14;2,14E-14;4,70E-12;5,18E-12;1,64E-14;2,14E-14;5,22E-12;7,51E-12;1,76E-14;2,14E-14;7,55E-12
7,69;4,51E-12;2,01E-14;2,19E-14;4,55E-12;4,56E-12;2,01E-14;2,19E-14;4,61E-12;5,12E-12;2,04E-14;2,19E-14;5,16E-12;7,57E-12;2,13E-14;2,20E-14;7,62E-12
7,70;4,53E-12;2,13E-14;2,41E-14;4,58E-12;4,59E-12;2,13E-14;2,41E-14;4,63E-12;5,13E-12;2,16E-14;2,41E-14;5,17E-12;7,51E-12;2,30E-14;2,42E-14;7,56E-12
7,71;4,35E-12;2,07E-14;1,62E-14;4,39E-12;4,40E-12;2,07E-14;1,62E-14;4,44E-12;4,95E-12;2,10E-14;1,63E-14;4,99E-12;7,40E-12;2,22E-14;1,63E-14;7,43E-12
7,72;4,64E-12;1,68E-14;2,23E-14;4,68E-12;4,70E-12;1,68E-14;2,23E-14;4,74E-12;5,28E-12;1,72E-14;2,23E-14;5,32E-12;7,87E-12;1,90E-14;2,24E-14;7,91E-12
7,73;4,52E-12;1,88E-14;2,14E-14;4,56E-12;4,59E-12;1,88E-14;2,14E-14;4,63E-12;5,24E-12;1,92E-14;2,14E-14;5,28E-12;8,14E-12;2,09E-14;2,15E-14;8,18E-12
7,74;4,59E-12;2,28E-14;2,39E-14;4,64E-12;4,66E-12;2,29E-14;2,39E-14;4,71E-12;5,36E-12;2,35E-14;2,39E-14;5,41E-12;8,47E-12;2,62E-14;2,40E-14;8,52E-12
7,75;4,74E-12;2,32E-14;2,21E-14;4,78E-12;4,81E-12;2,33E-14;2,21E-14;4,86E-12;5,57E-12;2,38E-14;2,22E-14;5,62E-12;8,95E-12;2,63E-14;2,23E-14;8,99E-12
7,76;4,65E-12;1,94E-14;2,86E-14;4,69E-12;4,73E-12;1,95E-14;2,86E-14;4,77E-12;5,52E-12;2,03E-14;2,87E-14;5,57E-12;9,07E-12;2,40E-14;2,88E-14;9,12E-12
7,77;4,69E-12;1,70E-14;2,54E-14;4,74E-12;4,78E-12;1,71E-14;2,54E-14;4,82E-12;5,60E-12;1,80E-14;2,55E-14;5,64E-12;9,27E-12;2,21E-14;2,56E-14;9,32E-12
7,78;4,46E-12;2,16E-14;1,82E-14;4,50E-12;4,55E-12;2,17E-14;1,82E-14;4,59E-12;5,49E-12;2,29E-14;1,83E-14;5,53E-12;9,62E-12;2,82E-14;1,85E-14;9,67E-12
7,79;4,84E-12;2,05E-14;1,59E-14;4,87E-12;4,94E-12;2,06E-14;1,59E-14;4,97E-12;5,94E-12;2,19E-14;1,60E-14;5,97E-12;1,04E-11;2,76E-14;1,62E-14;1,04E-11
7,80;4,71E-12;2,10E-14;2,31E-14;4,75E-12;4,82E-12;2,11E-14;2,31E-14;4,87E-12;5,97E-12;2,26E-14;2,32E-14;6,01E-12;1,11E-11;2,93E-14;2,35E-14;1,11E-11
7,81;4,72E-12;2,09E-14;2,43E-14;4,76E-12;4,84E-12;2,11E-14;2,43E-14;4,88E-12;6,06E-12;2,29E-14;2,44E-14;6,11E-12;1,15E-11;3,10E-14;2,47E-14;1,16E-11
7,82;4,63E-12;1,79E-14;2,61E-14;4,68E-12;4,77E-12;1,81E-14;2,61E-14;4,81E-12;6,14E-12;1,97E-14;2,62E-14;6,18E-12;1,22E-11;2,68E-14;2,65E-14;1,23E-11
7,83;4,66E-12;1,75E-14;2,35E-14;4,70E-12;4,82E-12;1,77E-14;2,35E-14;4,86E-12;6,34E-12;1,90E-14;2,36E-14;6,38E-12;1,31E-11;2,48E-14;2,39E-14;1,32E-11
7,84;4,68E-12;1,80E-14;2,21E-14;4,72E-12;4,83E-12;1,82E-14;2,21E-14;4,87E-12;6,38E-12;1,96E-14;2,22E-14;6,42E-12;1,32E-11;2,62E-14;2,24E-14;1,33E-11
7,85;4,52E-12;1,74E-14;2,69E-14;4,56E-12;4,68E-12;1,76E-14;2,70E-14;4,73E-12;6,35E-12;1,92E-14;2,70E-14;6,40E-12;1,38E-11;2,65E-14;2,74E-14;1,38E-11
7,86;4,78E-12;2,09E-14;2,50E-14;4,83E-12;4,96E-12;2,12E-14;2,50E-14;5,01E-12;6,77E-12;2,37E-14;2,51E-14;6,82E-12;1,48E-11;3,46E-14;2,55E-14;1,49E-11
7,87;4,57E-12;2,30E-14;2,86E-14;4,62E-12;4,76E-12;2,33E-14;2,86E-14;4,81E-12;6,65E-12;2,60E-14;2,87E-14;6,70E-12;1,50E-11;3,81E-14;2,92E-14;1,51E-11
7,88;4,43E-12;1,86E-14;2,32E-14;4,47E-12;4,63E-12;1,89E-14;2,33E-14;4,67E-12;6,61E-12;2,18E-14;2,34E-14;6,65E-12;1,54E-11;3,44E-14;2,39E-14;1,55E-11
7,89;4,65E-12;2,16E-14;2,06E-14;4,70E-12;4,87E-12;2,19E-14;2,06E-14;4,91E-12;7,00E-12;2,44E-14;2,07E-14;7,04E-12;1,65E-11;3,58E-14;2,13E-14;1,65E-11
7,90;4,61E-12;1,72E-14;2,96E-14;4,66E-12;4,84E-12;1,75E-14;2,96E-14;4,89E-12;7,16E-12;2,05E-14;2,98E-14;7,21E-12;1,74E-11;3,37E-14;3,04E-14;1,75E-11
7,91;4,70E-12;1,72E-14;2,80E-14;4,74E-12;4,94E-12;1,75E-14;2,80E-14;4,98E-12;7,33E-12;2,07E-14;2,82E-14;7,37E-12;1,79E-11;3,46E-14;2,89E-14;1,80E-11
7,92;4,70E-12;1,92E-14;2,45E-14;4,75E-12;4,94E-12;1,95E-14;2,45E-14;4,98E-12;7,28E-12;2,31E-14;2,46E-14;7,33E-12;1,77E-11;3,88E-14;2,53E-14;1,77E-11
7,93;4,67E-12;1,80E-14;2,42E-14;4,71E-12;4,92E-12;1,84E-14;2,42E-14;4,96E-12;7,45E-12;2,21E-14;2,44E-14;7,50E-12;1,87E-11;3,86E-14;2,51E-14;1,88E-11
7,94;4,61E-12;2,23E-14;2,45E-14;4,65E-12;4,86E-12;2,27E-14;2,45E-14;4,91E-12;7,41E-12;2,68E-14;2,47E-14;7,47E-12;1,88E-11;4,50E-14;2,55E-14;1,88E-11
7,95;4,31E-12;1,49E-14;2,33E-14;4,35E-12;4,59E-12;1,53E-14;2,33E-14;4,63E-12;7,35E-12;1,94E-14;2,35E-14;7,40E-12;1,97E-11;3,74E-14;2,43E-14;1,97E-11
7,96;4,55E-12;1,81E-14;2,72E-14;4,59E-12;4,83E-12;1,85E-14;2,72E-14;4,88E-12;7,68E-12;2,26E-14;2,74E-14;7,73E-12;2,03E-11;4,07E-14;2,82E-14;2,04E-11
7,97;4,42E-12;1,65E-14;2,62E-14;4,46E-12;4,71E-12;1,70E-14;2,62E-14;4,75E-12;7,62E-12;2,14E-14;2,64E-14;7,67E-12;2,06E-11;4,08E-14;2,73E-14;2,06E-11
7,98;4,55E-12;1,77E-14;2,63E-14;4,59E-12;4,85E-12;1,81E-14;2,63E-14;4,89E-12;7,85E-12;2,22E-14;2,65E-14;7,90E-12;2,12E-11;4,05E-14;2,72E-14;2,13E-11
7,99;4,58E-12;2,08E-14;2,32E-14;4,62E-12;4,88E-12;2,12E-14;2,33E-14;4,93E-12;7,93E-12;2,55E-14;2,34E-14;7,98E-12;2,15E-11;4,47E-14;2,42E-14;2,16E-11
8,00;4,52E-12;1,87E-14;2,40E-14;4,56E-12;4,85E-12;1,91E-14;2,40E-14;4,89E-12;8,10E-12;2,30E-14;2,42E-14;8,15E-12;2,26E-11;4,04E-14;2,49E-14;2,26E-11
8,01;4,48E-12;2,00E-14;2,06E-14;4,52E-12;4,80E-12;2,03E-14;2,06E-14;4,84E-12;8,01E-12;2,39E-14;2,08E-14;8,06E-12;2,23E-11;3,99E-14;2,15E-14;2,24E-11
8,02;4,54E-12;2,03E-14;2,28E-14;4,59E-12;4,87E-12;2,06E-14;2,28E-14;4,92E-12;8,18E-12;2,36E-14;2,29E-14;8,23E-12;2,29E-11;3,67E-14;2,36E-14;2,29E-11
8,03;4,67E-12;1,85E-14;2,08E-14;4,71E-12;5,00E-12;1,87E-14;2,08E-14;5,04E-12;8,25E-12;2,12E-14;2,10E-14;8,29E-12;2,27E-11;3,24E-14;2,15E-14;2,27E-11
8,04;4,79E-12;1,84E-14;2,75E-14;4,83E-12;5,12E-12;1,86E-14;2,76E-14;5,17E-12;8,45E-12;2,07E-14;2,77E-14;8,50E-12;2,33E-11;2,97E-14;2,81E-14;2,33E-11
8,05;4,88E-12;2,25E-14;2,59E-14;4,93E-12;5,22E-12;2,27E-14;2,59E-14;5,27E-12;8,62E-12;2,45E-14;2,60E-14;8,67E-12;2,37E-11;3,25E-14;2,63E-14;2,38E-11
8,06;4,89E-12;2,04E-14;2,27E-14;4,94E-12;5,25E-12;2,06E-14;2,27E-14;5,29E-12;8,78E-12;2,20E-14;2,27E-14;8,82E-12;2,45E-11;2,83E-14;2,30E-14;2,45E-11
8,07;4,77E-12;1,80E-14;2,29E-14;4,81E-12;5,16E-12;1,81E-14;2,29E-14;5,20E-12;9,03E-12;1,94E-14;2,29E-14;9,07E-12;2,62E-11;2,47E-14;2,32E-14;2,63E-11
8,08;4,98E-12;2,00E-14;2,60E-14;5,02E-12;5,38E-12;2,01E-14;2,60E-14;5,42E-12;9,38E-12;2,12E-14;2,60E-14;9,43E-12;2,72E-11;2,61E-14;2,63E-14;2,72E-11
8,09;4,90E-12;2,04E-14;2,44E-14;4,95E-12;5,33E-12;2,05E-14;2,44E-14;5,38E-12;9,61E-12;2,18E-14;2,45E-14;9,66E-12;2,86E-11;2,74E-14;2,47E-14;2,87E-11
8,10;4,77E-12;1,71E-14;2,65E-14;4,81E-12;5,23E-12;1,72E-14;2,65E-14;5,27E-12;9,85E-12;1,83E-14;2,66E-14;9,89E-12;3,04E-11;2,29E-14;2,68E-14;3,04E-11
8,11;5,01E-12;1,97E-14;2,60E-14;5,05E-12;5,51E-12;1,98E-14;2,60E-14;5,55E-12;1,05E-11;2,09E-14;2,61E-14;1,06E-11;3,28E-11;2,55E-14;2,63E-14;3,29E-11
8,12;4,91E-12;1,66E-14;2,40E-14;4,95E-12;5,43E-12;1,67E-14;2,40E-14;5,47E-12;1,06E-11;1,79E-14;2,41E-14;1,07E-11;3,36E-11;2,29E-14;2,43E-14;3,37E-11
8,13;4,82E-12;2,01E-14;2,11E-14;4,86E-12;5,35E-12;2,02E-14;2,11E-14;5,39E-12;1,07E-11;2,12E-14;2,11E-14;1,07E-11;3,43E-11;2,56E-14;2,13E-14;3,43E-11
8,14;5,12E-12;1,64E-14;2,53E-14;5,16E-12;5,70E-12;1,65E-14;2,53E-14;5,75E-12;1,16E-11;1,76E-14;2,53E-14;1,16E-11;3,76E-11;2,25E-14;2,56E-14;3,76E-11
8,15;5,01E-12;2,22E-14;2,33E-14;5,06E-12;5,62E-12;2,23E-14;2,33E-14;5,67E-12;1,17E-11;2,34E-14;2,34E-14;1,18E-11;3,89E-11;2,81E-14;2,36E-14;3,90E-11
8,16;5,05E-12;1,80E-14;2,98E-14;5,10E-12;5,72E-12;1,81E-14;2,98E-14;5,76E-12;1,24E-11;1,92E-14;2,98E-14;1,24E-11;4,19E-11;2,43E-14;3,01E-14;4,20E-11
8,17;4,89E-12;2,25E-14;2,51E-14;4,94E-12;5,60E-12;2,27E-14;2,51E-14;5,65E-12;1,27E-11;2,44E-14;2,52E-14;1,27E-11;4,42E-11;3,17E-14;2,54E-14;4,43E-11
8,18;4,81E-12;2,06E-14;2,08E-14;4,85E-12;5,57E-12;2,08E-14;2,08E-14;5,61E-12;1,32E-11;2,22E-14;2,09E-14;1,32E-11;4,69E-11;2,87E-14;2,12E-14;4,69E-11
8,19;4,96E-12;1,82E-14;2,48E-14;5,00E-12;5,79E-12;1,83E-14;2,48E-14;5,83E-12;1,41E-11;1,95E-14;2,49E-14;1,42E-11;5,11E-11;2,50E-14;2,52E-14;5,11E-11
8,20;5,09E-12;2,05E-14;1,88E-14;5,13E-12;5,98E-12;2,07E-14;1,88E-14;6,02E-12;1,49E-11;2,22E-14;1,89E-14;1,49E-11;5,44E-11;2,92E-14;1,92E-14;5,45E-11
8,21;4,96E-12;1,66E-14;2,42E-14;5,00E-12;5,92E-12;1,68E-14;2,42E-14;5,96E-12;1,55E-11;1,85E-14;2,43E-14;1,56E-11;5,83E-11;2,62E-14;2,46E-14;5,83E-11
8,22;5,03E-12;1,83E-14;2,13E-14;5,07E-12;6,06E-12;1,86E-14;2,13E-14;6,10E-12;1,63E-11;2,06E-14;2,14E-14;1,63E-11;6,18E-11;2,98E-14;2,18E-14;6,18E-11
8,23;4,82E-12;1,63E-14;2,52E-14;4,86E-12;5,92E-12;1,65E-14;2,53E-14;5,96E-12;1,69E-11;1,85E-14;2,54E-14;1,70E-11;6,57E-11;2,74E-14;2,58E-14;6,58E-11
8,24;4,94E-12;1,84E-14;2,64E-14;4,98E-12;6,14E-12;1,86E-14;2,64E-14;6,18E-12;1,81E-11;2,14E-14;2,65E-14;1,82E-11;7,15E-11;3,35E-14;2,71E-14;7,15E-11
8,25;5,08E-12;1,87E-14;2,37E-14;5,12E-12;6,44E-12;1,90E-14;2,37E-14;6,48E-12;2,00E-11;2,18E-14;2,38E-14;2,00E-11;8,03E-11;3,43E-14;2,44E-14;8,03E-11
8,26;5,05E-12;1,88E-14;2,41E-14;5,09E-12;6,44E-12;1,91E-14;2,41E-14;6,48E-12;2,03E-11;2,20E-14;2,43E-14;2,04E-11;8,21E-11;3,49E-14;2,50E-14;8,21E-11
8,27;4,95E-12;2,10E-14;2,85E-14;5,00E-12;6,49E-12;2,13E-14;2,85E-14;6,54E-12;2,19E-11;2,48E-14;2,87E-14;2,20E-11;9,05E-11;4,06E-14;2,95E-14;9,06E-11
8,28;5,10E-12;1,80E-14;3,01E-14;5,15E-12;6,78E-12;1,85E-14;3,01E-14;6,83E-12;2,35E-11;2,30E-14;3,04E-14;2,36E-11;9,79E-11;4,33E-14;3,14E-14;9,80E-11
8,29;5,34E-12;2,02E-14;3,01E-14;5,39E-12;7,17E-12;2,07E-14;3,01E-14;7,22E-12;2,54E-11;2,57E-14;3,04E-14;2,55E-11;1,07E-10;4,82E-14;3,15E-14;1,07E-10
8,30;5,32E-12;1,71E-14;2,79E-14;5,36E-12;7,32E-12;1,78E-14;2,80E-14;7,37E-12;2,74E-11;2,50E-14;2,83E-14;2,74E-11;1,17E-10;5,68E-14;2,96E-14;1,17E-10
8,31;5,34E-12;2,67E-14;2,82E-14;5,39E-12;7,55E-12;2,76E-14;2,82E-14;7,61E-12;2,97E-11;3,67E-14;2,86E-14;2,97E-11;1,28E-10;7,71E-14;3,04E-14;1,28E-10
8,32;5,58E-12;2,24E-14;2,58E-14;5,63E-12;7,97E-12;2,35E-14;2,58E-14;8,02E-12;3,19E-11;3,46E-14;2,64E-14;3,20E-11;1,38E-10;8,40E-14;2,87E-14;1,39E-10
8,33;5,95E-12;2,41E-14;3,11E-14;6,01E-12;8,62E-12;2,56E-14;3,12E-14;8,68E-12;3,53E-11;4,01E-14;3,18E-14;3,54E-11;1,54E-10;1,05E-13;3,48E-14;1,54E-10
8,34;6,19E-12;2,97E-14;3,57E-14;6,26E-12;9,18E-12;3,17E-14;3,58E-14;9,25E-12;3,91E-11;5,15E-14;3,67E-14;3,91E-11;1,72E-10;1,40E-13;4,06E-14;1,72E-10
8,35;6,21E-12;3,57E-14;3,92E-14;6,29E-12;9,45E-12;3,83E-14;3,93E-14;9,53E-12;4,18E-11;6,45E-14;4,05E-14;4,19E-11;1,86E-10;1,81E-13;4,57E-14;1,86E-10
8,36;6,47E-12;4,14E-14;4,70E-14;6,56E-12;1,00E-11;4,49E-14;4,71E-14;1,01E-11;4,56E-11;8,05E-14;4,87E-14;4,57E-11;2,04E-10;2,38E-13;5,59E-14;2,04E-10
8,37;6,80E-12;4,97E-14;5,99E-14;6,91E-12;1,08E-11;5,48E-14;6,01E-14;1,09E-11;5,11E-11;1,06E-13;6,24E-14;5,13E-11;2,30E-10;3,31E-13;7,23E-14;2,31E-10
8,38;7,16E-12;5,36E-14;6,48E-14;7,27E-12;1,17E-11;6,08E-14;6,51E-14;1,19E-11;5,76E-11;1,32E-13;6,83E-14;5,78E-11;2,61E-10;4,50E-13;8,23E-14;2,62E-10
8,39;7,12E-12;6,71E-14;8,27E-14;7,27E-12;1,22E-11;7,74E-14;8,31E-14;1,24E-11;6,35E-11;1,80E-13;8,78E-14;6,37E-11;2,91E-10;6,36E-13;1,08E-13;2,92E-10
8,40;7,70E-12;8,71E-14;1,05E-13;7,89E-12;1,35E-11;1,02E-13;1,05E-13;1,37E-11;7,10E-11;2,56E-13;1,12E-13;7,14E-11;3,27E-10;9,36E-13;1,43E-13;3,28E-10
8,41;8,01E-12;1,12E-13;1,54E-13;8,28E-12;1,46E-11;1,35E-13;1,55E-13;1,49E-11;8,04E-11;3,70E-13;1,66E-13;8,09E-11;3,73E-10;1,42E-12;2,12E-13;3,74E-10
8,42;8,52E-12;1,57E-13;2,12E-13;8,89E-12;1,59E-11;1,95E-13;2,13E-13;1,64E-11;9,02E-11;5,71E-13;2,30E-13;9,10E-11;4,20E-10;2,24E-12;3,04E-13;4,23E-10
8,43;9,02E-12;2,33E-13;3,29E-13;9,58E-12;1,73E-11;2,90E-13;3,32E-13;1,79E-11;9,97E-11;8,53E-13;3,57E-13;1,01E-10;4,66E-10;3,36E-12;4,68E-13;4,70E-10
8,44;9,19E-12;3,16E-13;4,06E-13;9,91E-12;1,84E-11;3,92E-13;4,09E-13;1,92E-11;1,10E-10;1,15E-12;4,43E-13;1,12E-10;5,18E-10;4,54E-12;5,92E-13;5,23E-10
8,45;9,88E-12;3,61E-13;4,46E-13;1,07E-11;2,00E-11;4,58E-13;4,50E-13;2,09E-11;1,21E-10;1,42E-12;4,93E-13;1,23E-10;5,72E-10;5,71E-12;6,83E-13;5,78E-10
8,46;1,08E-11;4,15E-13;5,50E-13;1,17E-11;2,18E-11;5,36E-13;5,55E-13;2,29E-11;1,32E-10;1,74E-12;6,08E-13;1,34E-10;6,20E-10;7,08E-12;8,42E-13;6,28E-10
8,47;1,11E-11;5,16E-13;6,17E-13;1,22E-11;2,29E-11;6,59E-13;6,23E-13;2,42E-11;1,41E-10;2,09E-12;6,86E-13;1,44E-10;6,65E-10;8,45E-12;9,66E-13;6,74E-10
8,48;1,21E-11;5,63E-13;7,03E-13;1,33E-11;2,48E-11;7,29E-13;7,10E-13;2,62E-11;1,52E-10;2,39E-12;7,84E-13;1,55E-10;7,17E-10;9,77E-12;1,11E-12;7,28E-10
