zero of S position (m) defined 1334,4m before the entrance of the first dipole;Stabilised Pressure profils Dose = 100A*h (7BA section);;;;;;;;;;;;;;;
Current ?;1mA;;;;10mA;;;;100mA;;;;500mA;;;
Average (mbar)?;6,58E-12;4,60E-14;5,60E-14;6,68E-12;1,03E-11;5,76E-14;5,65E-14;1,04E-11;4,72E-11;1,74E-13;6,16E-14;4,74E-11;2,11E-10;6,91E-13;8,44E-14;2,12E-10
S position (m);H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total;H2;CO;CO2;Total
1,09;4,10E-12;2,24E-14;2,32E-14;4,15E-12;4,10E-12;2,24E-14;2,32E-14;4,15E-12;4,12E-12;2,24E-14;2,32E-14;4,16E-12;4,17E-12;2,24E-14;2,32E-14;4,22E-12
1,10;4,39E-12;1,97E-14;2,01E-14;4,43E-12;4,39E-12;1,97E-14;2,01E-14;4,43E-12;4,40E-12;1,97E-14;2,01E-14;4,44E-12;4,44E-12;1,97E-14;2,01E-14;4,48E-12
1,11;4,62E-12;1,73E-14;2,27E-14;4,66E-12;4,62E-12;1,73E-14;2,27E-14;4,66E-12;4,64E-12;1,73E-14;2,27E-14;4,68E-12;4,72E-12;1,73E-14;2,27E-14;4,76E-12
1,12;4,53E-12;2,00E-14;2,34E-14;4,58E-12;4,53E-12;2,00E-14;2,34E-14;4,58E-12;4,55E-12;2,00E-14;2,34E-14;4,60E-12;4,64E-12;2,01E-14;2,34E-14;4,68E-12
1,13;4,67E-12;2,11E-14;2,68E-14;4,72E-12;4,67E-12;2,11E-14;2,68E-14;4,72E-12;4,69E-12;2,11E-14;2,68E-14;4,73E-12;4,75E-12;2,12E-14;2,68E-14;4,80E-12
1,14;4,44E-12;1,87E-14;2,62E-14;4,48E-12;4,44E-12;1,87E-14;2,62E-14;4,49E-12;4,47E-12;1,87E-14;2,62E-14;4,51E-12;4,57E-12;1,88E-14;2,62E-14;4,62E-12
1,15;4,60E-12;1,97E-14;2,36E-14;4,65E-12;4,61E-12;1,97E-14;2,36E-14;4,65E-12;4,63E-12;1,97E-14;2,36E-14;4,67E-12;4,72E-12;1,97E-14;2,36E-14;4,76E-12
1,16;4,51E-12;1,91E-14;2,54E-14;4,56E-12;4,51E-12;1,91E-14;2,54E-14;4,56E-12;4,53E-12;1,91E-14;2,54E-14;4,58E-12;4,63E-12;1,91E-14;2,54E-14;4,68E-12
1,17;4,63E-12;1,55E-14;1,81E-14;4,67E-12;4,64E-12;1,55E-14;1,81E-14;4,67E-12;4,66E-12;1,55E-14;1,81E-14;4,69E-12;4,75E-12;1,56E-14;1,81E-14;4,78E-12
1,18;4,59E-12;2,04E-14;2,40E-14;4,64E-12;4,60E-12;2,04E-14;2,40E-14;4,64E-12;4,63E-12;2,04E-14;2,40E-14;4,68E-12;4,79E-12;2,04E-14;2,40E-14;4,84E-12
1,19;4,75E-12;2,49E-14;1,95E-14;4,80E-12;4,76E-12;2,49E-14;1,95E-14;4,80E-12;4,81E-12;2,49E-14;1,95E-14;4,85E-12;5,02E-12;2,50E-14;1,95E-14;5,07E-12
1,20;4,79E-12;2,17E-14;2,56E-14;4,83E-12;4,79E-12;2,17E-14;2,56E-14;4,84E-12;4,84E-12;2,17E-14;2,56E-14;4,89E-12;5,06E-12;2,17E-14;2,56E-14;5,11E-12
1,21;4,64E-12;2,54E-14;2,16E-14;4,68E-12;4,64E-12;2,54E-14;2,16E-14;4,69E-12;4,70E-12;2,54E-14;2,16E-14;4,74E-12;4,94E-12;2,54E-14;2,16E-14;4,99E-12
1,22;4,46E-12;2,18E-14;2,01E-14;4,50E-12;4,46E-12;2,18E-14;2,01E-14;4,51E-12;4,53E-12;2,18E-14;2,01E-14;4,57E-12;4,81E-12;2,18E-14;2,01E-14;4,86E-12
1,23;4,44E-12;1,82E-14;2,22E-14;4,48E-12;4,44E-12;1,82E-14;2,22E-14;4,48E-12;4,52E-12;1,82E-14;2,22E-14;4,56E-12;4,87E-12;1,83E-14;2,22E-14;4,91E-12
1,24;4,55E-12;1,82E-14;2,69E-14;4,60E-12;4,56E-12;1,82E-14;2,69E-14;4,60E-12;4,63E-12;1,82E-14;2,69E-14;4,67E-12;4,95E-12;1,83E-14;2,69E-14;4,99E-12
1,25;4,55E-12;2,00E-14;2,20E-14;4,59E-12;4,56E-12;2,00E-14;2,20E-14;4,60E-12;4,66E-12;2,00E-14;2,20E-14;4,70E-12;5,10E-12;2,00E-14;2,20E-14;5,14E-12
1,26;4,48E-12;2,16E-14;2,45E-14;4,52E-12;4,49E-12;2,16E-14;2,45E-14;4,54E-12;4,61E-12;2,16E-14;2,45E-14;4,65E-12;5,12E-12;2,16E-14;2,45E-14;5,17E-12
1,27;4,47E-12;1,90E-14;2,46E-14;4,51E-12;4,48E-12;1,90E-14;2,46E-14;4,52E-12;4,62E-12;1,90E-14;2,46E-14;4,67E-12;5,26E-12;1,90E-14;2,46E-14;5,31E-12
1,28;4,52E-12;1,90E-14;2,77E-14;4,56E-12;4,53E-12;1,90E-14;2,77E-14;4,58E-12;4,69E-12;1,90E-14;2,77E-14;4,74E-12;5,39E-12;1,90E-14;2,77E-14;5,44E-12
1,29;4,41E-12;1,90E-14;2,89E-14;4,45E-12;4,42E-12;1,90E-14;2,89E-14;4,47E-12;4,61E-12;1,90E-14;2,89E-14;4,66E-12;5,45E-12;1,90E-14;2,89E-14;5,50E-12
1,30;4,25E-12;1,67E-14;2,26E-14;4,29E-12;4,27E-12;1,67E-14;2,26E-14;4,31E-12;4,41E-12;1,67E-14;2,26E-14;4,45E-12;5,04E-12;1,67E-14;2,26E-14;5,08E-12
1,31;4,28E-12;1,70E-14;2,81E-14;4,33E-12;4,30E-12;1,70E-14;2,81E-14;4,34E-12;4,47E-12;1,70E-14;2,81E-14;4,52E-12;5,24E-12;1,70E-14;2,81E-14;5,29E-12
1,32;4,45E-12;1,66E-14;2,78E-14;4,49E-12;4,47E-12;1,66E-14;2,78E-14;4,51E-12;4,70E-12;1,66E-14;2,78E-14;4,74E-12;5,69E-12;1,67E-14;2,78E-14;5,74E-12
1,33;4,41E-12;1,95E-14;2,20E-14;4,46E-12;4,44E-12;1,95E-14;2,20E-14;4,48E-12;4,67E-12;1,95E-14;2,20E-14;4,72E-12;5,73E-12;1,97E-14;2,20E-14;5,77E-12
1,34;4,58E-12;1,53E-14;2,52E-14;4,62E-12;4,60E-12;1,53E-14;2,52E-14;4,64E-12;4,80E-12;1,53E-14;2,52E-14;4,84E-12;5,67E-12;1,54E-14;2,52E-14;5,71E-12
1,35;4,46E-12;1,54E-14;2,17E-14;4,50E-12;4,48E-12;1,54E-14;2,17E-14;4,52E-12;4,69E-12;1,54E-14;2,17E-14;4,72E-12;5,61E-12;1,55E-14;2,17E-14;5,65E-12
1,36;4,36E-12;1,82E-14;2,34E-14;4,40E-12;4,38E-12;1,82E-14;2,34E-14;4,42E-12;4,57E-12;1,82E-14;2,34E-14;4,61E-12;5,39E-12;1,83E-14;2,34E-14;5,43E-12
1,37;4,29E-12;1,75E-14;2,29E-14;4,33E-12;4,31E-12;1,75E-14;2,29E-14;4,35E-12;4,58E-12;1,75E-14;2,29E-14;4,62E-12;5,74E-12;1,75E-14;2,29E-14;5,78E-12
1,38;4,56E-12;1,52E-14;2,03E-14;4,60E-12;4,59E-12;1,53E-14;2,03E-14;4,63E-12;4,86E-12;1,53E-14;2,03E-14;4,89E-12;6,04E-12;1,54E-14;2,03E-14;6,08E-12
1,39;4,48E-12;1,91E-14;2,91E-14;4,53E-12;4,51E-12;1,91E-14;2,91E-14;4,56E-12;4,78E-12;1,92E-14;2,91E-14;4,83E-12;6,00E-12;1,92E-14;2,91E-14;6,05E-12
1,40;4,61E-12;2,00E-14;2,35E-14;4,65E-12;4,64E-12;2,00E-14;2,35E-14;4,68E-12;4,91E-12;2,00E-14;2,35E-14;4,95E-12;6,13E-12;2,01E-14;2,35E-14;6,18E-12
1,41;4,62E-12;2,01E-14;2,43E-14;4,66E-12;4,65E-12;2,01E-14;2,43E-14;4,69E-12;4,96E-12;2,01E-14;2,43E-14;5,01E-12;6,35E-12;2,03E-14;2,43E-14;6,40E-12
1,42;4,79E-12;2,06E-14;3,11E-14;4,84E-12;4,82E-12;2,06E-14;3,11E-14;4,87E-12;5,13E-12;2,06E-14;3,11E-14;5,18E-12;6,48E-12;2,07E-14;3,11E-14;6,53E-12
1,43;4,43E-12;1,93E-14;2,62E-14;4,47E-12;4,46E-12;1,93E-14;2,62E-14;4,50E-12;4,78E-12;1,93E-14;2,62E-14;4,82E-12;6,19E-12;1,93E-14;2,62E-14;6,24E-12
1,44;4,38E-12;1,69E-14;2,34E-14;4,42E-12;4,41E-12;1,69E-14;2,34E-14;4,45E-12;4,74E-12;1,69E-14;2,34E-14;4,78E-12;6,20E-12;1,70E-14;2,34E-14;6,24E-12
1,45;4,17E-12;2,11E-14;2,22E-14;4,21E-12;4,20E-12;2,11E-14;2,22E-14;4,24E-12;4,55E-12;2,11E-14;2,22E-14;4,60E-12;6,12E-12;2,12E-14;2,22E-14;6,16E-12
1,46;4,37E-12;1,66E-14;2,63E-14;4,42E-12;4,42E-12;1,66E-14;2,63E-14;4,46E-12;4,86E-12;1,66E-14;2,63E-14;4,90E-12;6,82E-12;1,66E-14;2,64E-14;6,86E-12
1,47;4,29E-12;1,22E-14;2,13E-14;4,32E-12;4,33E-12;1,22E-14;2,13E-14;4,36E-12;4,75E-12;1,23E-14;2,13E-14;4,79E-12;6,64E-12;1,26E-14;2,13E-14;6,67E-12
1,48;4,39E-12;1,65E-14;2,10E-14;4,43E-12;4,43E-12;1,65E-14;2,10E-14;4,47E-12;4,89E-12;1,65E-14;2,10E-14;4,93E-12;6,92E-12;1,67E-14;2,10E-14;6,95E-12
1,49;4,09E-12;1,62E-14;2,44E-14;4,13E-12;4,14E-12;1,62E-14;2,44E-14;4,18E-12;4,66E-12;1,63E-14;2,44E-14;4,70E-12;6,97E-12;1,65E-14;2,44E-14;7,01E-12
1,50;4,08E-12;2,17E-14;2,61E-14;4,13E-12;4,13E-12;2,17E-14;2,61E-14;4,17E-12;4,62E-12;2,18E-14;2,61E-14;4,66E-12;6,80E-12;2,19E-14;2,61E-14;6,84E-12
1,51;4,21E-12;2,06E-14;2,35E-14;4,25E-12;4,26E-12;2,06E-14;2,35E-14;4,30E-12;4,79E-12;2,07E-14;2,35E-14;4,83E-12;7,13E-12;2,10E-14;2,35E-14;7,18E-12
1,52;4,20E-12;1,61E-14;2,09E-14;4,23E-12;4,25E-12;1,61E-14;2,09E-14;4,28E-12;4,76E-12;1,62E-14;2,09E-14;4,80E-12;7,05E-12;1,65E-14;2,09E-14;7,08E-12
1,53;3,99E-12;1,47E-14;2,54E-14;4,03E-12;4,05E-12;1,47E-14;2,54E-14;4,09E-12;4,64E-12;1,48E-14;2,54E-14;4,68E-12;7,28E-12;1,48E-14;2,54E-14;7,32E-12
1,54;3,98E-12;1,63E-14;2,60E-14;4,02E-12;4,05E-12;1,63E-14;2,60E-14;4,09E-12;4,68E-12;1,64E-14;2,60E-14;4,73E-12;7,52E-12;1,66E-14;2,60E-14;7,56E-12
1,55;3,98E-12;1,83E-14;2,82E-14;4,03E-12;4,05E-12;1,83E-14;2,82E-14;4,10E-12;4,72E-12;1,83E-14;2,82E-14;4,76E-12;7,69E-12;1,84E-14;2,82E-14;7,74E-12
1,56;4,05E-12;1,86E-14;2,57E-14;4,09E-12;4,13E-12;1,86E-14;2,57E-14;4,17E-12;4,90E-12;1,87E-14;2,57E-14;4,95E-12;8,35E-12;1,90E-14;2,57E-14;8,39E-12
1,57;4,11E-12;1,58E-14;2,35E-14;4,15E-12;4,19E-12;1,58E-14;2,35E-14;4,23E-12;5,02E-12;1,59E-14;2,35E-14;5,06E-12;8,69E-12;1,63E-14;2,35E-14;8,73E-12
1,58;4,18E-12;1,85E-14;2,46E-14;4,22E-12;4,26E-12;1,85E-14;2,46E-14;4,30E-12;5,05E-12;1,86E-14;2,46E-14;5,10E-12;8,59E-12;1,88E-14;2,46E-14;8,63E-12
1,59;3,96E-12;1,63E-14;2,48E-14;4,00E-12;4,05E-12;1,63E-14;2,48E-14;4,09E-12;5,03E-12;1,63E-14;2,48E-14;5,07E-12;9,37E-12;1,64E-14;2,48E-14;9,41E-12
1,60;3,94E-12;1,58E-14;2,50E-14;3,98E-12;4,02E-12;1,58E-14;2,50E-14;4,06E-12;4,87E-12;1,58E-14;2,50E-14;4,91E-12;8,61E-12;1,60E-14;2,50E-14;8,65E-12
1,61;4,02E-12;1,71E-14;2,72E-14;4,07E-12;4,12E-12;1,71E-14;2,72E-14;4,16E-12;5,02E-12;1,72E-14;2,72E-14;5,06E-12;9,03E-12;1,75E-14;2,72E-14;9,08E-12
1,62;4,05E-12;2,26E-14;2,63E-14;4,09E-12;4,15E-12;2,27E-14;2,63E-14;4,20E-12;5,16E-12;2,27E-14;2,63E-14;5,21E-12;9,66E-12;2,30E-14;2,64E-14;9,71E-12
1,63;4,06E-12;2,29E-14;2,45E-14;4,11E-12;4,17E-12;2,29E-14;2,45E-14;4,22E-12;5,23E-12;2,30E-14;2,45E-14;5,28E-12;9,95E-12;2,33E-14;2,45E-14;1,00E-11
1,64;3,85E-12;1,77E-14;2,31E-14;3,89E-12;3,96E-12;1,77E-14;2,31E-14;4,00E-12;5,06E-12;1,78E-14;2,31E-14;5,10E-12;9,95E-12;1,82E-14;2,32E-14;1,00E-11
1,65;3,87E-12;1,69E-14;2,44E-14;3,91E-12;3,98E-12;1,69E-14;2,44E-14;4,02E-12;5,09E-12;1,70E-14;2,44E-14;5,13E-12;1,00E-11;1,77E-14;2,44E-14;1,01E-11
1,66;4,27E-12;1,49E-14;2,70E-14;4,31E-12;4,40E-12;1,49E-14;2,70E-14;4,44E-12;5,66E-12;1,50E-14;2,70E-14;5,70E-12;1,13E-11;1,56E-14;2,71E-14;1,13E-11
1,67;4,23E-12;1,88E-14;2,43E-14;4,27E-12;4,37E-12;1,88E-14;2,43E-14;4,41E-12;5,74E-12;1,89E-14;2,43E-14;5,79E-12;1,19E-11;1,91E-14;2,43E-14;1,19E-11
1,68;4,18E-12;1,81E-14;2,19E-14;4,22E-12;4,32E-12;1,81E-14;2,19E-14;4,36E-12;5,69E-12;1,82E-14;2,19E-14;5,73E-12;1,18E-11;1,86E-14;2,19E-14;1,18E-11
1,69;4,14E-12;1,93E-14;2,31E-14;4,18E-12;4,29E-12;1,93E-14;2,31E-14;4,34E-12;5,84E-12;1,94E-14;2,31E-14;5,88E-12;1,27E-11;2,00E-14;2,31E-14;1,27E-11
1,70;4,21E-12;2,05E-14;2,74E-14;4,26E-12;4,36E-12;2,05E-14;2,74E-14;4,40E-12;5,83E-12;2,07E-14;2,75E-14;5,88E-12;1,24E-11;2,14E-14;2,75E-14;1,24E-11
1,71;4,05E-12;1,86E-14;2,04E-14;4,08E-12;4,21E-12;1,86E-14;2,04E-14;4,25E-12;5,83E-12;1,88E-14;2,04E-14;5,87E-12;1,30E-11;1,94E-14;2,04E-14;1,31E-11
1,72;4,11E-12;1,95E-14;1,99E-14;4,15E-12;4,29E-12;1,95E-14;1,99E-14;4,33E-12;6,06E-12;1,96E-14;1,99E-14;6,10E-12;1,39E-11;2,02E-14;2,00E-14;1,39E-11
1,73;4,11E-12;2,13E-14;1,81E-14;4,15E-12;4,30E-12;2,13E-14;1,81E-14;4,34E-12;6,15E-12;2,15E-14;1,81E-14;6,19E-12;1,44E-11;2,20E-14;1,81E-14;1,44E-11
1,74;4,10E-12;1,81E-14;2,46E-14;4,14E-12;4,29E-12;1,81E-14;2,46E-14;4,34E-12;6,23E-12;1,83E-14;2,46E-14;6,27E-12;1,48E-11;1,90E-14;2,47E-14;1,49E-11
1,75;3,89E-12;2,29E-14;2,08E-14;3,94E-12;4,07E-12;2,29E-14;2,08E-14;4,12E-12;5,90E-12;2,31E-14;2,09E-14;5,94E-12;1,40E-11;2,36E-14;2,09E-14;1,40E-11
1,76;3,78E-12;2,09E-14;2,56E-14;3,82E-12;3,99E-12;2,10E-14;2,56E-14;4,04E-12;6,15E-12;2,11E-14;2,56E-14;6,20E-12;1,58E-11;2,17E-14;2,56E-14;1,58E-11
1,77;3,70E-12;2,05E-14;2,70E-14;3,75E-12;3,92E-12;2,05E-14;2,70E-14;3,96E-12;6,03E-12;2,07E-14;2,70E-14;6,07E-12;1,54E-11;2,14E-14;2,70E-14;1,54E-11
1,78;3,86E-12;1,75E-14;2,48E-14;3,90E-12;4,09E-12;1,75E-14;2,48E-14;4,13E-12;6,41E-12;1,77E-14;2,48E-14;6,45E-12;1,67E-11;1,83E-14;2,48E-14;1,68E-11
1,79;3,71E-12;2,11E-14;2,73E-14;3,76E-12;3,95E-12;2,12E-14;2,73E-14;4,00E-12;6,37E-12;2,13E-14;2,73E-14;6,42E-12;1,71E-11;2,21E-14;2,73E-14;1,72E-11
1,80;3,64E-12;2,18E-14;2,82E-14;3,69E-12;3,90E-12;2,18E-14;2,82E-14;3,95E-12;6,45E-12;2,20E-14;2,82E-14;6,50E-12;1,78E-11;2,27E-14;2,82E-14;1,78E-11
1,81;3,69E-12;2,74E-14;3,13E-14;3,75E-12;3,98E-12;2,74E-14;3,13E-14;4,04E-12;6,86E-12;2,77E-14;3,13E-14;6,92E-12;1,96E-11;2,86E-14;3,13E-14;1,97E-11
1,82;3,60E-12;2,34E-14;2,92E-14;3,66E-12;3,89E-12;2,34E-14;2,92E-14;3,94E-12;6,79E-12;2,38E-14;2,92E-14;6,84E-12;1,96E-11;2,54E-14;2,93E-14;1,97E-11
1,83;3,42E-12;2,61E-14;2,72E-14;3,48E-12;3,74E-12;2,61E-14;2,72E-14;3,79E-12;6,92E-12;2,66E-14;2,72E-14;6,98E-12;2,11E-11;2,86E-14;2,73E-14;2,11E-11
1,84;3,17E-12;3,15E-14;4,10E-14;3,24E-12;3,50E-12;3,15E-14;4,10E-14;3,57E-12;6,74E-12;3,19E-14;4,11E-14;6,81E-12;2,11E-11;3,36E-14;4,12E-14;2,12E-11
1,85;3,00E-12;4,09E-14;5,91E-14;3,10E-12;3,35E-12;4,09E-14;5,91E-14;3,45E-12;6,90E-12;4,14E-14;5,91E-14;7,00E-12;2,27E-11;4,38E-14;5,92E-14;2,28E-11
1,86;2,77E-12;4,47E-14;5,20E-14;2,86E-12;3,16E-12;4,48E-14;5,20E-14;3,26E-12;7,09E-12;4,54E-14;5,21E-14;7,19E-12;2,46E-11;4,82E-14;5,22E-14;2,47E-11
1,87;3,15E-12;4,09E-14;4,46E-14;3,24E-12;3,67E-12;4,10E-14;4,46E-14;3,76E-12;8,89E-12;4,20E-14;4,47E-14;8,97E-12;3,21E-11;4,65E-14;4,49E-14;3,22E-11
1,88;3,61E-12;3,39E-14;3,86E-14;3,68E-12;4,40E-12;3,40E-14;3,86E-14;4,47E-12;1,23E-11;3,54E-14;3,87E-14;1,23E-11;4,73E-11;4,15E-14;3,91E-14;4,73E-11
1,89;4,01E-12;3,25E-14;3,48E-14;4,07E-12;5,04E-12;3,27E-14;3,49E-14;5,11E-12;1,54E-11;3,50E-14;3,49E-14;1,55E-11;6,13E-11;4,48E-14;3,53E-14;6,14E-11
1,90;4,39E-12;2,74E-14;3,51E-14;4,45E-12;5,63E-12;2,77E-14;3,51E-14;5,69E-12;1,81E-11;3,09E-14;3,52E-14;1,81E-11;7,34E-11;4,47E-14;3,58E-14;7,35E-11
1,91;4,42E-12;2,27E-14;2,82E-14;4,47E-12;5,90E-12;2,31E-14;2,82E-14;5,96E-12;2,08E-11;2,71E-14;2,84E-14;2,08E-11;8,67E-11;4,50E-14;2,93E-14;8,68E-11
1,92;4,48E-12;2,83E-14;3,13E-14;4,53E-12;6,18E-12;2,89E-14;3,13E-14;6,24E-12;2,33E-11;3,45E-14;3,15E-14;2,33E-11;9,92E-11;5,97E-14;3,27E-14;9,93E-11
1,93;5,22E-12;3,54E-14;3,16E-14;5,29E-12;7,20E-12;3,62E-14;3,16E-14;7,27E-12;2,70E-11;4,44E-14;3,20E-14;2,71E-11;1,15E-10;8,08E-14;3,35E-14;1,15E-10
1,94;5,49E-12;3,55E-14;3,75E-14;5,57E-12;7,72E-12;3,67E-14;3,75E-14;7,79E-12;3,00E-11;4,92E-14;3,80E-14;3,01E-11;1,29E-10;1,05E-13;4,02E-14;1,29E-10
1,95;6,07E-12;3,42E-14;3,54E-14;6,14E-12;8,61E-12;3,59E-14;3,55E-14;8,68E-12;3,41E-11;5,27E-14;3,62E-14;3,42E-11;1,47E-10;1,28E-13;3,94E-14;1,47E-10
1,96;6,07E-12;3,26E-14;4,06E-14;6,14E-12;8,87E-12;3,48E-14;4,07E-14;8,94E-12;3,68E-11;5,70E-14;4,17E-14;3,69E-11;1,61E-10;1,56E-13;4,62E-14;1,61E-10
1,97;6,28E-12;3,84E-14;5,59E-14;6,37E-12;9,44E-12;4,14E-14;5,60E-14;9,53E-12;4,10E-11;7,10E-14;5,74E-14;4,11E-11;1,81E-10;2,03E-13;6,35E-14;1,82E-10
1,98;6,62E-12;4,35E-14;5,22E-14;6,72E-12;1,02E-11;4,79E-14;5,24E-14;1,03E-11;4,58E-11;9,16E-14;5,44E-14;4,59E-11;2,04E-10;2,86E-13;6,32E-14;2,04E-10
1,99;7,30E-12;5,81E-14;6,92E-14;7,43E-12;1,13E-11;6,43E-14;6,94E-14;1,14E-11;5,10E-11;1,26E-13;7,22E-14;5,12E-11;2,28E-10;4,02E-13;8,46E-14;2,28E-10
2,00;7,64E-12;6,08E-14;8,69E-14;7,78E-12;1,20E-11;6,97E-14;8,73E-14;1,21E-11;5,55E-11;1,58E-13;9,11E-14;5,57E-11;2,49E-10;5,51E-13;1,08E-13;2,49E-10
2,01;8,08E-12;8,60E-14;1,05E-13;8,27E-12;1,29E-11;9,85E-14;1,05E-13;1,31E-11;6,10E-11;2,24E-13;1,11E-13;6,13E-11;2,75E-10;7,79E-13;1,35E-13;2,76E-10
2,02;8,45E-12;1,20E-13;1,33E-13;8,71E-12;1,37E-11;1,38E-13;1,34E-13;1,40E-11;6,66E-11;3,17E-13;1,42E-13;6,70E-11;3,01E-10;1,11E-12;1,77E-13;3,03E-10
2,03;9,08E-12;1,37E-13;1,66E-13;9,38E-12;1,49E-11;1,62E-13;1,68E-13;1,52E-11;7,27E-11;4,11E-13;1,79E-13;7,33E-11;3,30E-10;1,52E-12;2,28E-13;3,32E-10
2,04;1,04E-11;1,89E-13;2,27E-13;1,08E-11;1,69E-11;2,26E-13;2,29E-13;1,73E-11;8,19E-11;5,87E-13;2,44E-13;8,28E-11;3,71E-10;2,19E-12;3,15E-13;3,73E-10
2,05;1,10E-11;2,79E-13;3,39E-13;1,16E-11;1,82E-11;3,32E-13;3,42E-13;1,89E-11;9,00E-11;8,59E-13;3,65E-13;9,12E-11;4,09E-10;3,20E-12;4,68E-13;4,13E-10
2,06;1,15E-11;3,70E-13;5,03E-13;1,23E-11;1,93E-11;4,42E-13;5,06E-13;2,03E-11;9,81E-11;1,16E-12;5,37E-13;9,98E-11;4,48E-10;4,35E-12;6,77E-13;4,53E-10
2,07;1,28E-11;4,76E-13;6,11E-13;1,39E-11;2,13E-11;5,65E-13;6,15E-13;2,25E-11;1,07E-10;1,46E-12;6,54E-13;1,09E-10;4,88E-10;5,43E-12;8,28E-13;4,94E-10
2,08;1,48E-11;6,24E-13;7,56E-13;1,61E-11;2,38E-11;7,24E-13;7,60E-13;2,53E-11;1,14E-10;1,73E-12;8,04E-13;1,16E-10;5,15E-10;6,19E-12;9,99E-13;5,22E-10
2,09;1,58E-11;6,79E-13;8,47E-13;1,74E-11;2,49E-11;7,81E-13;8,51E-13;2,66E-11;1,16E-10;1,80E-12;8,96E-13;1,19E-10;5,20E-10;6,34E-12;1,09E-12;5,27E-10
2,10;1,56E-11;6,50E-13;8,00E-13;1,71E-11;2,47E-11;7,47E-13;8,04E-13;2,62E-11;1,15E-10;1,72E-12;8,46E-13;1,18E-10;5,17E-10;6,05E-12;1,03E-12;5,24E-10
2,11;1,48E-11;5,47E-13;6,88E-13;1,60E-11;2,34E-11;6,33E-13;6,91E-13;2,47E-11;1,09E-10;1,49E-12;7,29E-13;1,11E-10;4,90E-10;5,29E-12;8,95E-13;4,96E-10
2,12;1,36E-11;4,42E-13;5,67E-13;1,46E-11;2,18E-11;5,13E-13;5,70E-13;2,29E-11;1,04E-10;1,22E-12;6,01E-13;1,05E-10;4,68E-10;4,37E-12;7,37E-13;4,73E-10
2,13;1,24E-11;3,27E-13;4,21E-13;1,32E-11;2,02E-11;3,80E-13;4,23E-13;2,10E-11;9,83E-11;9,17E-13;4,47E-13;9,96E-11;4,45E-10;3,30E-12;5,51E-13;4,49E-10
2,14;1,15E-11;2,19E-13;2,61E-13;1,20E-11;1,88E-11;2,56E-13;2,63E-13;1,93E-11;9,10E-11;6,27E-13;2,79E-13;9,19E-11;4,12E-10;2,28E-12;3,51E-13;4,15E-10
2,15;1,08E-11;1,59E-13;1,90E-13;1,12E-11;1,76E-11;1,86E-13;1,91E-13;1,80E-11;8,54E-11;4,48E-13;2,03E-13;8,61E-11;3,87E-10;1,61E-12;2,53E-13;3,89E-10
2,16;9,97E-12;1,14E-13;1,47E-13;1,02E-11;1,63E-11;1,33E-13;1,47E-13;1,66E-11;7,97E-11;3,22E-13;1,56E-13;8,02E-11;3,61E-10;1,16E-12;1,93E-13;3,63E-10
2,17;9,11E-12;8,48E-14;9,97E-14;9,29E-12;1,50E-11;9,90E-14;1,00E-13;1,52E-11;7,40E-11;2,41E-13;1,07E-13;7,44E-11;3,36E-10;8,70E-13;1,35E-13;3,37E-10
2,18;8,87E-12;6,12E-14;8,40E-14;9,01E-12;1,45E-11;7,23E-14;8,45E-14;1,46E-11;7,04E-11;1,83E-13;8,95E-14;7,06E-11;3,19E-10;6,75E-13;1,12E-13;3,20E-10
2,19;8,37E-12;5,63E-14;6,13E-14;8,49E-12;1,35E-11;6,53E-14;6,17E-14;1,36E-11;6,48E-11;1,55E-13;6,56E-14;6,50E-11;2,93E-10;5,51E-13;8,33E-14;2,94E-10
2,20;8,38E-12;4,48E-14;5,55E-14;8,48E-12;1,32E-11;5,22E-14;5,58E-14;1,33E-11;6,15E-11;1,27E-13;5,89E-14;6,17E-11;2,76E-10;4,60E-13;7,31E-14;2,77E-10
2,21;7,58E-12;4,07E-14;5,01E-14;7,67E-12;1,22E-11;4,70E-14;5,04E-14;1,23E-11;5,82E-11;1,10E-13;5,31E-14;5,83E-11;2,63E-10;3,91E-13;6,52E-14;2,63E-10
2,22;7,35E-12;3,69E-14;4,31E-14;7,43E-12;1,17E-11;4,24E-14;4,33E-14;1,18E-11;5,52E-11;9,68E-14;4,57E-14;5,53E-11;2,48E-10;3,39E-13;5,61E-14;2,49E-10
2,23;7,27E-12;3,29E-14;4,04E-14;7,34E-12;1,14E-11;3,78E-14;4,06E-14;1,15E-11;5,29E-11;8,70E-14;4,28E-14;5,31E-11;2,37E-10;3,06E-13;5,24E-14;2,38E-10
2,24;6,87E-12;2,91E-14;4,09E-14;6,94E-12;1,07E-11;3,35E-14;4,11E-14;1,08E-11;4,94E-11;7,83E-14;4,31E-14;4,96E-11;2,21E-10;2,77E-13;5,16E-14;2,22E-10
2,25;6,86E-12;2,82E-14;3,33E-14;6,92E-12;1,06E-11;3,21E-14;3,35E-14;1,07E-11;4,79E-11;7,18E-14;3,53E-14;4,80E-11;2,14E-10;2,48E-13;4,30E-14;2,14E-10
2,26;6,56E-12;3,13E-14;3,18E-14;6,62E-12;1,00E-11;3,51E-14;3,20E-14;1,01E-11;4,50E-11;7,28E-14;3,37E-14;4,51E-11;2,00E-10;2,41E-13;4,10E-14;2,01E-10
